path	product_id	updated	quality	supplier_id	prod_id	catid	m_prod_id	ean_upc	on_market	country_market	model_name	product_view	high_pic	high_pic_size	high_pic_width	high_pic_height	m_supplier_id	m_supplier_name	ean_upc_is_approved	Limited	Date_Added
export/freexml.int/NL/1414.xml	1414	20190404035202	ICECAT	1	C6614NE	377	C6614NE	7251845562588;0725184556258;2072518455625;0725184756078;0725184756047	1	DE;NO	C6614NE	74757	http://images.icecat.biz/img/norm/high/1414-HP.jpg	43288	400	400			0;0;0;1;1	No	20051023000000
export/freexml.int/NL/1415.xml	1415	20190415104808	ICECAT	1	51650CE	377	51650CE	0088698200223	1	BE;NO	50 Cyan Inkjet Print Cartridge	50762	http://images.icecat.biz/img/norm/high/1415-HP.jpg	43235	400	400			0	No	20051023000000
export/freexml.int/NL/1416.xml	1416	20190404035203	ICECAT	1	51650YE	377	51650YE	5051749568240;5705965482575	1	NL;BE;GB;DE;DK;FI;NO;SE;IT;ES;AT;LU	51650YE	54332	http://images.icecat.biz/img/norm/high/1416-HP.jpg	42025	400	400			0;0	No	20051023000000
export/freexml.int/NL/1417.xml	1417	20191115145150	ICECAT	1	51605R	377	51605R	0725355690309;5051964081869;4053162254824;0886981084822;3609740151743;5082014032227;3609740157110;5102014023343;0999998429422;0803983070042;0088698108482;4250905208797	1	NL;BE;FR;UA;GB;DE;BG;RU;IE;PT;DK;PL;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;AE;CA;MY;TR;ZA	51605R	314502	http://images.icecat.biz/img/gallery/1417_2742960584.jpg	2536244	4200	4200			0;0;0;0;0;0;0;0;0;0;1;0	No	20051023000000
export/freexml.int/NL/1418.xml	1418	20190122160805	ICECAT	1	51625AE	377	51625AE	0886981919964;0088698603444;0088698603437;0088698603451;0088698613795;0725184755040;0088698183441;5705965717806;0725184755026;0725184754999;0088698603420;0088698603468;0088698191996	1	NL;GB;DE;NO;SE;IT;ES;SK;CZ	51625AE	252405	http://images.icecat.biz/img/norm/high/1418-HP.jpg	43446	400	400			0;0;0;0;0;0;0;0;1;1;1;1;0	No	20051023000000
export/freexml.int/NL/1419.xml	1419	20190121115830	ICECAT	1	51641AE	377	51641AE#251	0886982002856;0088698603734;0088698603758;0088698183526;0807027502889;0725184755200;0088698603741;0088698603727;5705965478325;0088698200285;0725184755170;5052217033338	1	NL;FR;GB;DE;IE;NO;SE;IT;ES;SK;TR	51641AE	158977	http://images.icecat.biz/img/norm/high/1419-HP.jpg	47457	400	400	1	HP	0;0;0;0;0;1;1;1;0;1;0;0	No	20051023000000
export/freexml.int/NL/1420.xml	1420	20191115151032	ICECAT	1	C4800A	846	C4800A	0088698217290;0008869821729;0886982172900;0807027515278;0882780549913;0882780546738	1	NL;GB;DE;DK;NO;SE;ZA	C4800A	121436	http://images.icecat.biz/img/norm/high/1420-9430.jpg	83773	400	400			1;0;0;0;1;1	No	20051023000000
export/freexml.int/NL/1421.xml	1421	20191115151032	ICECAT	1	C4801A	846	C4801A	0088698217306;0886982173068;5051964028581;0882780549920;0882780546745	1	NL;BE;GB;DE;NO;SE;IT;US;ZA	C4801A	160726	http://images.icecat.biz/img/norm/high/1421-3576.jpg	83605	400	400			1;0;0;1;1	No	20051023000000
export/freexml.int/NL/1422.xml	1422	20191115151033	ICECAT	1	C4802A	846	C4802A	0088698217313;0886982173167;0886982173136;5051395394217;0882780546752;0882780549937	1	NL;GB;DE;IE;NO;IT;ES;US	C4802A	155109	http://images.icecat.biz/img/norm/high/1422-6668.jpg	83486	400	400			1;0;0;0;1;1	No	20051023000000
export/freexml.int/NL/1423.xml	1423	20191115145539	ICECAT	1	C4810A	846	HPC4810A	0886988572124;0735029131762;0807027515377;4033874262379;5051395528483;5052461798977;0080850136449;0999993937076;0088698857212;4054842864142;5029751008023;0008869885721;0601000694765;0882780549951;0616175670001;4056104585048;3663361390752;3663361391612;3663361391216;3663361391049;3663361391445;3663361391421;4056104584980;4056104583808;0637122289015;5053676858494;3663361391582;4056104583686;4056104587202;4056104583662;4056104583525;4056104587363;4056104587325;4056104584843;3663361391308;4056104584867;3663361391469;4056104587271;3663361391278;3663361391254;3663361391230;4056104583730;4250905208452;3663361391391;3663361390776;4056104587295;3663361390790;4056104583792;4056104584959;3663361391537;4053162276901;0777004582916;3663361391513;0713789972061;3663361391346;3663361391322;4056104584881;4056104583709;0700580340571;3663361391483;4056104587301;4056104585154;0816988157212;7427447440429;4056104585017;4056104587424;4056104587448;3663361391605;3663361391209;3663361391629;3663361391599;3663361391575;0807320309895;3663361391551;5054484052487;4056104587233;3663361391292;4056104583679;4056104587394;4056104583655;4056104587219;5054533052482;4056104583693;4056104584836;4056104585109;4056104584812;0716184316294;0806291810768;3663361391414;3663361391247;5054629037980;3663361391223;4056104583747;4056104584782;3663361391384;3663361391360;4056104583723;3663361390769;4056104585055;0163120580002;3663361391506;3663361391476;3663361391452;0971475392658;0778888532929;4056104587332;3663361391193;4056104587356;4056104587493;4054554686407;4056104585123;4056104583532;4056104585147;4056104587318;0803983055612;4056104583594;4056104587479;4054446096192;4056104584898;4051709976611;3663361391339;4056104584850;3663361391315;4056104584874;0858558342086;3663361391544;4052305079997;4056104585093;3663361391285;0601000696097;3663361391261;4056104583785;4056104587288;4056104583761;4056104583624;4056104587240;4056104583600;4056104587264;0702658617165;4056104584829;4056104587226;3663361391094;4056104584805;5055344664123;0999990913288;4056104584966;3663361391407;3663361391568;4056104583716;3663361391377;3663361391353;4056104587431;4056104587196;4056104585000	1	NL;BE;FR;UA;GB;DE;BG;RU;LT;CY;IE;PT;DK;PL;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;AE;AS;BR;CA;CL;JM;MX;MY;NZ;TR;ZA;LU;WW	11	536346	http://images.icecat.biz/img/gallery/1423_2019113055.jpg	3373394	3152	4160	1	HP	0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	No	20051023000000
export/freexml.int/NL/1423.xml	1423	20191115145539	ICECAT	1	C4810A	846	Tempcomp3108	0886988572124;0735029131762;0807027515377;4033874262379;5051395528483;5052461798977;0080850136449;0999993937076;0088698857212;4054842864142;5029751008023;0008869885721;0601000694765;0882780549951;0616175670001;4056104585048;3663361390752;3663361391612;3663361391216;3663361391049;3663361391445;3663361391421;4056104584980;4056104583808;0637122289015;5053676858494;3663361391582;4056104583686;4056104587202;4056104583662;4056104583525;4056104587363;4056104587325;4056104584843;3663361391308;4056104584867;3663361391469;4056104587271;3663361391278;3663361391254;3663361391230;4056104583730;4250905208452;3663361391391;3663361390776;4056104587295;3663361390790;4056104583792;4056104584959;3663361391537;4053162276901;0777004582916;3663361391513;0713789972061;3663361391346;3663361391322;4056104584881;4056104583709;0700580340571;3663361391483;4056104587301;4056104585154;0816988157212;7427447440429;4056104585017;4056104587424;4056104587448;3663361391605;3663361391209;3663361391629;3663361391599;3663361391575;0807320309895;3663361391551;5054484052487;4056104587233;3663361391292;4056104583679;4056104587394;4056104583655;4056104587219;5054533052482;4056104583693;4056104584836;4056104585109;4056104584812;0716184316294;0806291810768;3663361391414;3663361391247;5054629037980;3663361391223;4056104583747;4056104584782;3663361391384;3663361391360;4056104583723;3663361390769;4056104585055;0163120580002;3663361391506;3663361391476;3663361391452;0971475392658;0778888532929;4056104587332;3663361391193;4056104587356;4056104587493;4054554686407;4056104585123;4056104583532;4056104585147;4056104587318;0803983055612;4056104583594;4056104587479;4054446096192;4056104584898;4051709976611;3663361391339;4056104584850;3663361391315;4056104584874;0858558342086;3663361391544;4052305079997;4056104585093;3663361391285;0601000696097;3663361391261;4056104583785;4056104587288;4056104583761;4056104583624;4056104587240;4056104583600;4056104587264;0702658617165;4056104584829;4056104587226;3663361391094;4056104584805;5055344664123;0999990913288;4056104584966;3663361391407;3663361391568;4056104583716;3663361391377;3663361391353;4056104587431;4056104587196;4056104585000	1	NL;BE;FR;UA;GB;DE;BG;RU;LT;CY;IE;PT;DK;PL;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;AE;AS;BR;CA;CL;JM;MX;MY;NZ;TR;ZA;LU;WW	11	536346	http://images.icecat.biz/img/gallery/1423_2019113055.jpg	3373394	3152	4160	1	HP	0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	No	20051023000000
export/freexml.int/NL/1424.xml	1424	20191115145539	ICECAT	1	C4811A	846	C4811A	0886988572292;0735029212218;4054318314997;0088698857229;0882780549968;5052733858408;0745666803380;7859806269059;0132017689890;3663361159922;4056104836515;4056104837888;4056104735894;4056104658841;4056104837079;4056104735429;4056104736617;4056104735597;4056104736723;4056104941769;4056104837154;4056104942452;4056104837956;4056104727165;4051709976635;4056104736860;4056104941547	1	NL;BE;FR;UA;GB;DE;BG;RU;LT;CY;IE;PT;DK;PL;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;AE;AS;BR;CA;CL;JM;MX;MY;NZ;TR;ZA;WW	11	513730	http://images.icecat.biz/img/gallery/1424_4965059364.jpg	3471519	3152	4160	11	Cisco	0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	No	20051023000000
export/freexml.int/NL/1424.xml	1424	20191115145539	ICECAT	1	C4811A	846	Tempcomp3109	0886988572292;0735029212218;4054318314997;0088698857229;0882780549968;5052733858408;0745666803380;7859806269059;0132017689890;3663361159922;4056104836515;4056104837888;4056104735894;4056104658841;4056104837079;4056104735429;4056104736617;4056104735597;4056104736723;4056104941769;4056104837154;4056104942452;4056104837956;4056104727165;4051709976635;4056104736860;4056104941547	1	NL;BE;FR;UA;GB;DE;BG;RU;LT;CY;IE;PT;DK;PL;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;AE;AS;BR;CA;CL;JM;MX;MY;NZ;TR;ZA;WW	11	513730	http://images.icecat.biz/img/gallery/1424_4965059364.jpg	3471519	3152	4160	1	HP	0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	No	20051023000000
export/freexml.int/NL/1425.xml	1425	20191113151816	ICECAT	1	C4920AE	846	C4920AE	0886983147082;7251847123572;0088698314708;5060467294522	1	BE;UA;GB;DE;IE;NO;SE;IT	C4920A	106889	http://images.icecat.biz/img/norm/high/15743_1425-8073.jpg	76083	400	400			0;0;1;0	No	20051027000000
export/freexml.int/NL/1426.xml	1426	20191113151816	ICECAT	1	C4921AE	846	C4921AEPH	0886983147150;7251847123640;4053162888364;0088698314715	1	UA;GB;DE;DK;NO;SE;IT;LU	C4921AE	111060	http://images.icecat.biz/img/norm/high/15743_1426-2939.jpg	75360	400	400	1	HP	0;0;0;1	No	20051027000000
export/freexml.int/NL/1427.xml	1427	20191113151805	SUPPLIER	1	C3837A	847	C3837A	0088698061732;5705965480335	1	DE;GB;NO;ZA	C3837A	96215	http://images.icecat.biz/img/norm/high/1427-HP.jpg	48735	400	400			1;0	No	20051004000000
export/freexml.int/NL/1428.xml	1428	20190422025611	ICECAT	1	51634Z	714	51634Z	0088698030110	1	NL;BE;DE;DK;FI;SE;IT;ES;CZ	Premium Papier A4	46666	http://images.icecat.biz/img/norm/high/1428-2089.jpg	7247	170	190			0	No	20051004000000
export/freexml.int/NL/1429.xml	1429	20190422023019	SUPPLIER	1	CHP412	714	CHP412		1	DE	premium choice laser paper, A4 (250 sheets)	17801	http://images.icecat.biz/img/norm/high/1429-3387.jpg	4199	170	190				No	20050715000000
export/freexml.int/NL/1430.xml	1430	20191115135842	ICECAT	1	CHP120	714	CHP120	3141725002287	1	NL;BE;FR;GB;DE;RU;IE;DK;PL;NO;SE;CH;IT;ES;MY;TR;ZA	CHP120	84115	http://images.icecat.biz/img/gallery/1430_5061892078.jpg	1246273	2843	3199			1	No	20051004000000
export/freexml.int/NL/1431.xml	1431	20191115135842	ICECAT	1	CHP113	714	CHP113		1	GB;IT;FR;DE;ES;NL;RU;PL;TR;SE;CH;IE;ZA;BE;NO;MY	CHP113	83217	http://images.icecat.biz/img/gallery/1431_3377549432.jpg	1246273	2843	3199				No	20051104000000
export/freexml.int/NL/1432.xml	1432	20191113151801	ICECAT	1	C2936A	853	C2936A	0088698042687;0886980426876	1	GB;DE;NO	Color and Monochrome Laser Transparencies-50 sht/A4/210 x 297 mm	128395	http://images.icecat.biz/img/norm/high/1432-HP.jpg	54707	400	400			1;0	No	20051004000000
export/freexml.int/NL/1433.xml	1433	20190410203405	SUPPLIER	1	C6984A	847	C6984A	5705965523407	1	DE	photo-quality paper, semi-glossy, two-sided, A4 (25 sheets)	23103	http://images.icecat.biz/img/norm/high/1433-9159.jpg	29903	170	190			0	No	20050715000000
export/freexml.int/NL/1434.xml	1434	20191113151841	ICECAT	1	C6951A	847	C6951A	0088698839959;8170598695123;0886988399592;5705965480861	1	NL;DE;ES	C6951A	129609	http://images.icecat.biz/img/norm/high/1434-HP.jpg	44762	400	400			1;0;0;0	No	20050912000000
export/freexml.int/NL/1435.xml	1435	20191115151006	ICECAT	1	C1821A	714	C1821A	0088698115800;0886981158004	1	DE;DK;SE;MY	C1821A	66531	http://images.icecat.biz/img/norm/high/1435-HP.jpg	75850	400	400			1;0	No	20050715000000
export/freexml.int/NL/1436.xml	1436	20191113153040	ICECAT	1	Q1742A	845	Q1742A	7251848259898;0725184825989	1	GB;DE;ES	Q1742A	65779	http://images.icecat.biz/img/gallery/1436_4334435874.jpg	550116	3193	2384			0;1	No	20050811000000
export/freexml.int/NL/1438.xml	1438	20190407094033	SUPPLIER	1	Q1715A	971	Q1715A	0725184825712	1	GB	Sahara Fine Art Paper 140 g/m²-36"/914 mm x 10.7 m	16057	http://images.icecat.biz/img/norm/high/1438-HP.jpg	5040	170	190			0	No	20050810000000
export/freexml.int/NL/1440.xml	1440	20191113153040	ICECAT	1	Q1733A	714	Q1733A	0725184825897;7251848258976	1	GB;DE;FI;SE;LU	Q1733A	92662	http://images.icecat.biz/img/norm/high/1440-HP.jpg	18747	400	400			1;0	No	20050811000000
export/freexml.int/NL/1441.xml	1441	20190624112251	ICECAT	1	Q1734A	971	Q1734A	0725184825903	1	GB	Q1734A	19117	http://images.icecat.biz/img/norm/high/1441-8783.jpg	23353	400	400			0	No	20050811000000
export/freexml.int/NL/1442.xml	1442	20190414075038	ICECAT	1	Q1899A	971	Q1899A		1	DE	scrim banner (rol, 1067 mm)	24434	http://images.icecat.biz/img/norm/high/1442-9870.jpg	7179	170	190				No	20050715000000
export/freexml.int/NL/1444.xml	1444	20191113153041	ICECAT	1	Q1914A	853	Q1914A	0088698419281;0886984192814;7612392097648;7082014032447;4102014032650;3112014032520	1	NL;BE;GB;DE;DK;FI;NO;SE;IT;ES;LU	Two-view Cling Film	74088	http://images.icecat.biz/img/norm/high/1444-HP.jpg	22821	400	300			1;0;0;0;0;0	No	20050823000000
export/freexml.int/NL/1445.xml	1445	20191113153042	ICECAT	1	Q1915A	853	Q1915A	0088698419298;0886984192982	1	NL;BE;GB;DE;DK;FI;SE;IT;ES	Two-view Cling Film	79949	http://images.icecat.biz/img/norm/high/1445-HP.jpg	22821	400	300			1;0	No	20050823000000
export/freexml.int/NL/1446.xml	1446	20190715012810	SUPPLIER	1	C1882A	853	C1882A		1	DE;GB	3M Changeable Opaque Imaging Media-914 mm x 13.7 m (36 in x 45 ft)	17889	http://images.icecat.biz/img/norm/high/1446-HP.jpg	917982	3193	2384				No	20050811000000
export/freexml.int/NL/1447.xml	1447	20190406182715	SUPPLIER	1	C1886A	853	C1886A	0088698553688	1	GB;DE	3M Matte Overlaminate Paper-1372 mm x 22.9 m (54 in x 75 ft)	20792	http://images.icecat.biz/img/norm/high/1447-HP.jpg	913150	3193	2384			0	No	20050810000000
export/freexml.int/NL/1448.xml	1448	20191113114427	ICECAT	1	C6779A	853	C6779A	0002518414249;0088698523063	1	GB;DE	C6779A	40138	http://images.icecat.biz/img/norm/high/1448-HP.jpg	16694	170	190			0;1	No	20050823000000
export/freexml.int/NL/1449.xml	1449	20190408053814	ICECAT	1	C6780A	971	C6780A	0886985230706;0088698523070	1	GB;DE	C6780A	41569	http://images.icecat.biz/img/gallery/1449_2095305021.jpg	30675	400	400			0;1	No	20050823000000
export/freexml.int/NL/1450.xml	1450	20191115152626	ICECAT	1	Q1396A	714	AQ1396A	7251846601606;0725184814310;5051964024590;5053676833583;4082014025107;0082014025125;4053162296169;0725184660160;0890552550630;0848412013641;5054629052983;4049982211031;5056066734453	1	NL;BE;FR;UA;GB;DE;BG;RU;LT;CY;IE;PT;IS;DK;PL;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;CA;CL;MX;TR;LU;WW	Q1396A	347281	http://images.icecat.biz/img/norm/high/1450-HP.jpg	19448	400	400	1	HP	0;0;0;0;0;0;0;1;0;1;0;0;0	No	20050715000000
export/freexml.int/NL/1450.xml	1450	20191115152626	ICECAT	1	Q1396A	714	HPQ1396A	7251846601606;0725184814310;5051964024590;5053676833583;4082014025107;0082014025125;4053162296169;0725184660160;0890552550630;0848412013641;5054629052983;4049982211031;5056066734453	1	NL;BE;FR;UA;GB;DE;BG;RU;LT;CY;IE;PT;IS;DK;PL;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;CA;CL;MX;TR;LU;WW	Q1396A	347281	http://images.icecat.biz/img/norm/high/1450-HP.jpg	19448	400	400	1	HP	0;0;0;0;0;0;0;1;0;1;0;0;0	No	20050715000000
export/freexml.int/NL/1450.xml	1450	20191115152626	ICECAT	1	Q1396A	714	Q1396A	7251846601606;0725184814310;5051964024590;5053676833583;4082014025107;0082014025125;4053162296169;0725184660160;0890552550630;0848412013641;5054629052983;4049982211031;5056066734453	1	NL;BE;FR;UA;GB;DE;BG;RU;LT;CY;IE;PT;IS;DK;PL;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;CA;CL;MX;TR;LU;WW	Q1396A	347281	http://images.icecat.biz/img/norm/high/1450-HP.jpg	19448	400	400	11	Cisco	0;0;0;0;0;0;0;1;0;1;0;0;0	No	20050715000000
export/freexml.int/NL/1451.xml	1451	20191115152627	ICECAT	1	Q1397A	702	HPQ1397A	7251846601774;5704327049975;0725184814334;8484120136580;4053162296176;0854432526108;0725184660177;0848412013658;5054629074350	1	NL;BE;FR;UA;GB;DE;BG;RU;LT;CY;IE;PT;IS;DK;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;CA;CL;MX;NZ;LU	Q1397A	309532	http://images.icecat.biz/img/norm/high/1451-HP.jpg	19448	400	400	1	HP	0;0;0;0;0;0;1;1;0	No	20050715000000
export/freexml.int/NL/1452.xml	1452	20190624112251	ICECAT	1	C7968A	971	C7968A	0725184825514	1	ES	C7968A	24764	http://images.icecat.biz/img/norm/high/1452-HP.jpg	9072	170	190			0	No	20050810000000
export/freexml.int/NL/1453.xml	1453	20190406125813	SUPPLIER	1	Q1696A	971	Q1696A	0725184825521;2092014032519	1	SE;FI;LU	Matte Canvas 340 g/m²-54"/1372 mm x 10.7 m	19976	http://images.icecat.biz/img/norm/high/1453-HP.jpg	9072	170	190			0;0	No	20050810000000
export/freexml.int/NL/1454.xml	1454	20191115151057	ICECAT	1	C6019B	971	C6019B	0886985913760;0788698591375;4053162279179;0908268691650;8484120127502;0999992689518;5054565070218;5051395529756;0088698591376;0848412012750	1	NL;BE;FR;UA;GB;DE;BG;RU;CY;IE;PT;IS;DK;PL;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;BR;CA;MX;NZ	C6019B	290735	http://images.icecat.biz/img/gallery/img_1454_high_1506985901_4062_9609.jpg	661516	3387	2400	11	Cisco	0;0;0;0;0;0;0;0;1;1	No	20050728000000
export/freexml.int/NL/1454.xml	1454	20191115151057	ICECAT	1	C6019B	971	HPC6019B	0886985913760;0788698591375;4053162279179;0908268691650;8484120127502;0999992689518;5054565070218;5051395529756;0088698591376;0848412012750	1	NL;BE;FR;UA;GB;DE;BG;RU;CY;IE;PT;IS;DK;PL;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;BR;CA;MX;NZ	C6019B	290735	http://images.icecat.biz/img/gallery/img_1454_high_1506985901_4062_9609.jpg	661516	3387	2400	1	HP	0;0;0;0;0;0;0;0;1;1	No	20050728000000
